,i1,i2,i3,i4,i5,i6,i7,i8,i9,o1,o2,o3,o4,o5,explanation for output
217,0,1,1,0,1,1,0,0,1,0,0,0,0,1,"{'o1': ['i9', 'i5', 'i6']}"
218,0,1,1,0,1,1,0,1,0,0,0,0,0,1,"{'o1': ['i5', 'i6']}"
219,0,1,1,0,1,1,0,1,1,0,0,0,1,0,"{'o1': ['i9', 'i5', 'i6']}"
220,0,1,1,0,1,1,1,0,0,0,0,0,0,1,"{'o1': ['i5', 'i6']}"
221,0,1,1,0,1,1,1,0,1,0,0,0,1,0,"{'o1': ['i9', 'i5', 'i6']}"
222,0,1,1,0,1,1,1,1,0,0,0,0,1,0,"{'o1': ['i8', 'i7', 'i5', 'i6']}"
223,0,1,1,0,1,1,1,1,1,0,0,0,1,1,"{'o1': ['i5', 'i6', 'i8', 'i7', 'i9']}"
224,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"{'o1': ['i4', 'i3']}"
225,0,1,1,1,0,0,0,0,1,0,0,0,0,1,"{'o1': ['i4', 'i3', 'i9']}"
226,0,1,1,1,0,0,0,1,0,0,0,0,0,1,"{'o1': ['i4', 'i3']}"
227,0,1,1,1,0,0,0,1,1,0,0,0,1,0,"{'o1': ['i4', 'i3', 'i9']}"
228,0,1,1,1,0,0,1,0,0,0,0,0,0,1,"{'o1': ['i4', 'i3']}"
229,0,1,1,1,0,0,1,0,1,0,0,0,1,0,"{'o1': ['i4', 'i3', 'i9']}"
230,0,1,1,1,0,0,1,1,0,0,0,0,1,0,"{'o1': ['i8', 'i4', 'i3', 'i7']}"
231,0,1,1,1,0,0,1,1,1,0,0,0,1,1,"{'o1': ['i8', 'i4', 'i7', 'i3', 'i9']}"
232,0,1,1,1,0,1,0,0,0,0,0,0,1,0,"{'o1': ['i4', 'i3']}"
233,0,1,1,1,0,1,0,0,1,0,0,0,1,1,"{'o1': ['i4', 'i3', 'i9']}"
234,0,1,1,1,0,1,0,1,0,0,0,0,1,1,"{'o1': ['i4', 'i3']}"
235,0,1,1,1,0,1,0,1,1,0,0,1,0,0,"{'o1': ['i4', 'i3', 'i9']}"
236,0,1,1,1,0,1,1,0,0,0,0,0,1,1,"{'o1': ['i4', 'i3']}"
237,0,1,1,1,0,1,1,0,1,0,0,1,0,0,"{'o1': ['i4', 'i3', 'i9']}"
238,0,1,1,1,0,1,1,1,0,0,0,1,0,0,"{'o1': ['i8', 'i4', 'i3', 'i7']}"
239,0,1,1,1,0,1,1,1,1,0,0,1,0,1,"{'o1': ['i8', 'i4', 'i7', 'i3', 'i9']}"
240,0,1,1,1,1,0,0,0,0,0,0,0,1,0,"{'o1': ['i4', 'i3']}"
241,0,1,1,1,1,0,0,0,1,0,0,0,1,1,"{'o1': ['i4', 'i3', 'i9']}"
242,0,1,1,1,1,0,0,1,0,0,0,0,1,1,"{'o1': ['i4', 'i3']}"
243,0,1,1,1,1,0,0,1,1,0,0,1,0,0,"{'o1': ['i4', 'i3', 'i9']}"
244,0,1,1,1,1,0,1,0,0,0,0,0,1,1,"{'o1': ['i4', 'i3']}"
245,0,1,1,1,1,0,1,0,1,0,0,1,0,0,"{'o1': ['i4', 'i3', 'i9']}"
246,0,1,1,1,1,0,1,1,0,0,0,1,0,0,"{'o1': ['i8', 'i4', 'i3', 'i7']}"
247,0,1,1,1,1,0,1,1,1,0,0,1,0,1,"{'o1': ['i8', 'i4', 'i7', 'i3', 'i9']}"
248,0,1,1,1,1,1,0,0,0,0,0,1,0,0,"{'o1': ['i4', 'i3', 'i5', 'i6']}"
249,0,1,1,1,1,1,0,0,1,0,0,1,0,1,"{'o1': ['i5', 'i6', 'i4', 'i3', 'i9']}"
250,0,1,1,1,1,1,0,1,0,0,0,1,0,1,"{'o1': ['i4', 'i3', 'i5', 'i6']}"
251,0,1,1,1,1,1,0,1,1,0,0,1,1,0,"{'o1': ['i5', 'i6', 'i4', 'i3', 'i9']}"
252,0,1,1,1,1,1,1,0,0,0,0,1,0,1,"{'o1': ['i4', 'i3', 'i5', 'i6']}"
253,0,1,1,1,1,1,1,0,1,0,0,1,1,0,"{'o1': ['i5', 'i6', 'i4', 'i3', 'i9']}"
254,0,1,1,1,1,1,1,1,0,0,0,1,1,0,"{'o1': ['i5', 'i6', 'i4', 'i7', 'i8', 'i3']}"
255,0,1,1,1,1,1,1,1,1,0,0,1,1,1,"{'o1': ['i5', 'i6', 'i4', 'i7', 'i8', 'i3', 'i9']}"
298,1,0,0,1,0,1,0,1,0,1,1,1,1,1,"{'o1': ['i5', 'i1', 'i6', 'i2', 'i8', 'i4', 'i7', 'i3', 'i9']}"
299,1,0,0,1,0,1,0,1,1,0,0,0,0,0,{'o1': ['i9']}
300,1,0,0,1,0,1,1,0,0,1,1,1,1,1,"{'o1': ['i5', 'i1', 'i6', 'i2', 'i4', 'i7', 'i8', 'i3', 'i9']}"
301,1,0,0,1,0,1,1,0,1,0,0,0,0,0,{'o1': ['i9']}
302,1,0,0,1,0,1,1,1,0,0,0,0,0,0,"{'o1': ['i8', 'i7']}"
303,1,0,0,1,0,1,1,1,1,0,0,0,0,1,"{'o1': ['i8', 'i7', 'i9']}"
306,1,0,0,1,1,0,0,1,0,1,1,1,1,1,"{'o1': ['i5', 'i1', 'i6', 'i2', 'i8', 'i4', 'i7', 'i3', 'i9']}"
307,1,0,0,1,1,0,0,1,1,0,0,0,0,0,{'o1': ['i9']}
308,1,0,0,1,1,0,1,0,0,1,1,1,1,1,"{'o1': ['i5', 'i1', 'i6', 'i2', 'i4', 'i7', 'i8', 'i3', 'i9']}"
309,1,0,0,1,1,0,1,0,1,0,0,0,0,0,{'o1': ['i9']}
310,1,0,0,1,1,0,1,1,0,0,0,0,0,0,"{'o1': ['i8', 'i7']}"
311,1,0,0,1,1,0,1,1,1,0,0,0,0,1,"{'o1': ['i8', 'i7', 'i9']}"
312,1,0,0,1,1,1,0,0,0,0,0,0,0,0,"{'o1': ['i5', 'i6']}"
313,1,0,0,1,1,1,0,0,1,0,0,0,0,1,"{'o1': ['i9', 'i5', 'i6']}"
314,1,0,0,1,1,1,0,1,0,0,0,0,0,1,"{'o1': ['i5', 'i6']}"
315,1,0,0,1,1,1,0,1,1,0,0,0,1,0,"{'o1': ['i9', 'i5', 'i6']}"
316,1,0,0,1,1,1,1,0,0,0,0,0,0,1,"{'o1': ['i5', 'i6']}"
317,1,0,0,1,1,1,1,0,1,0,0,0,1,0,"{'o1': ['i9', 'i5', 'i6']}"
318,1,0,0,1,1,1,1,1,0,0,0,0,1,0,"{'o1': ['i8', 'i7', 'i5', 'i6']}"
319,1,0,0,1,1,1,1,1,1,0,0,0,1,1,"{'o1': ['i5', 'i6', 'i8', 'i7', 'i9']}"
330,1,0,1,0,0,1,0,1,0,1,1,1,1,1,"{'o1': ['i5', 'i1', 'i6', 'i2', 'i8', 'i4', 'i7', 'i3', 'i9']}"
331,1,0,1,0,0,1,0,1,1,0,0,0,0,0,{'o1': ['i9']}
332,1,0,1,0,0,1,1,0,0,1,1,1,1,1,"{'o1': ['i5', 'i1', 'i6', 'i2', 'i4', 'i7', 'i8', 'i3', 'i9']}"
333,1,0,1,0,0,1,1,0,1,0,0,0,0,0,{'o1': ['i9']}
334,1,0,1,0,0,1,1,1,0,0,0,0,0,0,"{'o1': ['i8', 'i7']}"
335,1,0,1,0,0,1,1,1,1,0,0,0,0,1,"{'o1': ['i8', 'i7', 'i9']}"
338,1,0,1,0,1,0,0,1,0,1,1,1,1,1,"{'o1': ['i5', 'i1', 'i6', 'i2', 'i8', 'i4', 'i7', 'i3', 'i9']}"
339,1,0,1,0,1,0,0,1,1,0,0,0,0,0,{'o1': ['i9']}
340,1,0,1,0,1,0,1,0,0,1,1,1,1,1,"{'o1': ['i5', 'i1', 'i6', 'i2', 'i4', 'i7', 'i8', 'i3', 'i9']}"
341,1,0,1,0,1,0,1,0,1,0,0,0,0,0,{'o1': ['i9']}
342,1,0,1,0,1,0,1,1,0,0,0,0,0,0,"{'o1': ['i8', 'i7']}"
343,1,0,1,0,1,0,1,1,1,0,0,0,0,1,"{'o1': ['i8', 'i7', 'i9']}"
344,1,0,1,0,1,1,0,0,0,0,0,0,0,0,"{'o1': ['i5', 'i6']}"
345,1,0,1,0,1,1,0,0,1,0,0,0,0,1,"{'o1': ['i9', 'i5', 'i6']}"
346,1,0,1,0,1,1,0,1,0,0,0,0,0,1,"{'o1': ['i5', 'i6']}"
347,1,0,1,0,1,1,0,1,1,0,0,0,1,0,"{'o1': ['i9', 'i5', 'i6']}"
348,1,0,1,0,1,1,1,0,0,0,0,0,0,1,"{'o1': ['i5', 'i6']}"
349,1,0,1,0,1,1,1,0,1,0,0,0,1,0,"{'o1': ['i9', 'i5', 'i6']}"
350,1,0,1,0,1,1,1,1,0,0,0,0,1,0,"{'o1': ['i8', 'i7', 'i5', 'i6']}"
351,1,0,1,0,1,1,1,1,1,0,0,0,1,1,"{'o1': ['i5', 'i6', 'i8', 'i7', 'i9']}"
352,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"{'o1': ['i4', 'i3']}"
353,1,0,1,1,0,0,0,0,1,0,0,0,0,1,"{'o1': ['i4', 'i3', 'i9']}"
354,1,0,1,1,0,0,0,1,0,0,0,0,0,1,"{'o1': ['i4', 'i3']}"
355,1,0,1,1,0,0,0,1,1,0,0,0,1,0,"{'o1': ['i4', 'i3', 'i9']}"
356,1,0,1,1,0,0,1,0,0,0,0,0,0,1,"{'o1': ['i4', 'i3']}"
357,1,0,1,1,0,0,1,0,1,0,0,0,1,0,"{'o1': ['i4', 'i3', 'i9']}"
358,1,0,1,1,0,0,1,1,0,0,0,0,1,0,"{'o1': ['i8', 'i4', 'i3', 'i7']}"
359,1,0,1,1,0,0,1,1,1,0,0,0,1,1,"{'o1': ['i8', 'i4', 'i7', 'i3', 'i9']}"
360,1,0,1,1,0,1,0,0,0,0,0,0,1,0,"{'o1': ['i4', 'i3']}"
361,1,0,1,1,0,1,0,0,1,0,0,0,1,1,"{'o1': ['i4', 'i3', 'i9']}"
362,1,0,1,1,0,1,0,1,0,0,0,0,1,1,"{'o1': ['i4', 'i3']}"
363,1,0,1,1,0,1,0,1,1,0,0,1,0,0,"{'o1': ['i4', 'i3', 'i9']}"
364,1,0,1,1,0,1,1,0,0,0,0,0,1,1,"{'o1': ['i4', 'i3']}"
365,1,0,1,1,0,1,1,0,1,0,0,1,0,0,"{'o1': ['i4', 'i3', 'i9']}"
366,1,0,1,1,0,1,1,1,0,0,0,1,0,0,"{'o1': ['i8', 'i4', 'i3', 'i7']}"
367,1,0,1,1,0,1,1,1,1,0,0,1,0,1,"{'o1': ['i8', 'i4', 'i7', 'i3', 'i9']}"
368,1,0,1,1,1,0,0,0,0,0,0,0,1,0,"{'o1': ['i4', 'i3']}"
369,1,0,1,1,1,0,0,0,1,0,0,0,1,1,"{'o1': ['i4', 'i3', 'i9']}"
370,1,0,1,1,1,0,0,1,0,0,0,0,1,1,"{'o1': ['i4', 'i3']}"
371,1,0,1,1,1,0,0,1,1,0,0,1,0,0,"{'o1': ['i4', 'i3', 'i9']}"
372,1,0,1,1,1,0,1,0,0,0,0,0,1,1,"{'o1': ['i4', 'i3']}"
373,1,0,1,1,1,0,1,0,1,0,0,1,0,0,"{'o1': ['i4', 'i3', 'i9']}"
374,1,0,1,1,1,0,1,1,0,0,0,1,0,0,"{'o1': ['i8', 'i4', 'i3', 'i7']}"
375,1,0,1,1,1,0,1,1,1,0,0,1,0,1,"{'o1': ['i8', 'i4', 'i7', 'i3', 'i9']}"
376,1,0,1,1,1,1,0,0,0,0,0,1,0,0,"{'o1': ['i4', 'i3', 'i5', 'i6']}"
377,1,0,1,1,1,1,0,0,1,0,0,1,0,1,"{'o1': ['i5', 'i6', 'i4', 'i3', 'i9']}"
378,1,0,1,1,1,1,0,1,0,0,0,1,0,1,"{'o1': ['i4', 'i3', 'i5', 'i6']}"
379,1,0,1,1,1,1,0,1,1,0,0,1,1,0,"{'o1': ['i5', 'i6', 'i4', 'i3', 'i9']}"
380,1,0,1,1,1,1,1,0,0,0,0,1,0,1,"{'o1': ['i4', 'i3', 'i5', 'i6']}"
381,1,0,1,1,1,1,1,0,1,0,0,1,1,0,"{'o1': ['i5', 'i6', 'i4', 'i3', 'i9']}"
382,1,0,1,1,1,1,1,1,0,0,0,1,1,0,"{'o1': ['i5', 'i6', 'i4', 'i7', 'i8', 'i3']}"
383,1,0,1,1,1,1,1,1,1,0,0,1,1,1,"{'o1': ['i5', 'i6', 'i4', 'i7', 'i8', 'i3', 'i9']}"
384,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"{'o1': ['i1', 'i2']}"
385,1,1,0,0,0,0,0,0,1,0,0,0,0,1,"{'o1': ['i9', 'i1', 'i2']}"
386,1,1,0,0,0,0,0,1,0,0,0,0,0,1,"{'o1': ['i1', 'i2']}"
387,1,1,0,0,0,0,0,1,1,0,0,0,1,0,"{'o1': ['i9', 'i1', 'i2']}"
388,1,1,0,0,0,0,1,0,0,0,0,0,0,1,"{'o1': ['i1', 'i2']}"
389,1,1,0,0,0,0,1,0,1,0,0,0,1,0,"{'o1': ['i9', 'i1', 'i2']}"
390,1,1,0,0,0,0,1,1,0,0,0,0,1,0,"{'o1': ['i8', 'i7', 'i1', 'i2']}"
391,1,1,0,0,0,0,1,1,1,0,0,0,1,1,"{'o1': ['i1', 'i2', 'i8', 'i7', 'i9']}"
392,1,1,0,0,0,1,0,0,0,0,0,0,1,0,"{'o1': ['i1', 'i2']}"
393,1,1,0,0,0,1,0,0,1,0,0,0,1,1,"{'o1': ['i9', 'i1', 'i2']}"
394,1,1,0,0,0,1,0,1,0,0,0,0,1,1,"{'o1': ['i1', 'i2']}"
395,1,1,0,0,0,1,0,1,1,0,0,1,0,0,"{'o1': ['i9', 'i1', 'i2']}"
396,1,1,0,0,0,1,1,0,0,0,0,0,1,1,"{'o1': ['i1', 'i2']}"
397,1,1,0,0,0,1,1,0,1,0,0,1,0,0,"{'o1': ['i9', 'i1', 'i2']}"
398,1,1,0,0,0,1,1,1,0,0,0,1,0,0,"{'o1': ['i8', 'i7', 'i1', 'i2']}"
399,1,1,0,0,0,1,1,1,1,0,0,1,0,1,"{'o1': ['i1', 'i2', 'i8', 'i7', 'i9']}"
400,1,1,0,0,1,0,0,0,0,0,0,0,1,0,"{'o1': ['i1', 'i2']}"
401,1,1,0,0,1,0,0,0,1,0,0,0,1,1,"{'o1': ['i9', 'i1', 'i2']}"
402,1,1,0,0,1,0,0,1,0,0,0,0,1,1,"{'o1': ['i1', 'i2']}"
403,1,1,0,0,1,0,0,1,1,0,0,1,0,0,"{'o1': ['i9', 'i1', 'i2']}"
404,1,1,0,0,1,0,1,0,0,0,0,0,1,1,"{'o1': ['i1', 'i2']}"
405,1,1,0,0,1,0,1,0,1,0,0,1,0,0,"{'o1': ['i9', 'i1', 'i2']}"
406,1,1,0,0,1,0,1,1,0,0,0,1,0,0,"{'o1': ['i8', 'i7', 'i1', 'i2']}"
407,1,1,0,0,1,0,1,1,1,0,0,1,0,1,"{'o1': ['i1', 'i2', 'i8', 'i7', 'i9']}"
408,1,1,0,0,1,1,0,0,0,0,0,1,0,0,"{'o1': ['i6', 'i5', 'i1', 'i2']}"
409,1,1,0,0,1,1,0,0,1,0,0,1,0,1,"{'o1': ['i5', 'i1', 'i6', 'i2', 'i9']}"
410,1,1,0,0,1,1,0,1,0,0,0,1,0,1,"{'o1': ['i6', 'i5', 'i1', 'i2']}"
411,1,1,0,0,1,1,0,1,1,0,0,1,1,0,"{'o1': ['i5', 'i1', 'i6', 'i2', 'i9']}"
412,1,1,0,0,1,1,1,0,0,0,0,1,0,1,"{'o1': ['i6', 'i5', 'i1', 'i2']}"
413,1,1,0,0,1,1,1,0,1,0,0,1,1,0,"{'o1': ['i5', 'i1', 'i6', 'i2', 'i9']}"
414,1,1,0,0,1,1,1,1,0,0,0,1,1,0,"{'o1': ['i5', 'i1', 'i6', 'i2', 'i8', 'i7']}"
415,1,1,0,0,1,1,1,1,1,0,0,1,1,1,"{'o1': ['i5', 'i1', 'i6', 'i2', 'i8', 'i7', 'i9']}"
416,1,1,0,1,0,0,0,0,0,0,0,1,0,0,"{'o1': ['i1', 'i2']}"
417,1,1,0,1,0,0,0,0,1,0,0,1,0,1,"{'o1': ['i9', 'i1', 'i2']}"
418,1,1,0,1,0,0,0,1,0,0,0,1,0,1,"{'o1': ['i1', 'i2']}"
419,1,1,0,1,0,0,0,1,1,0,0,1,1,0,"{'o1': ['i9', 'i1', 'i2']}"
420,1,1,0,1,0,0,1,0,0,0,0,1,0,1,"{'o1': ['i1', 'i2']}"
421,1,1,0,1,0,0,1,0,1,0,0,1,1,0,"{'o1': ['i9', 'i1', 'i2']}"
422,1,1,0,1,0,0,1,1,0,0,0,1,1,0,"{'o1': ['i8', 'i7', 'i1', 'i2']}"
423,1,1,0,1,0,0,1,1,1,0,0,1,1,1,"{'o1': ['i1', 'i2', 'i8', 'i7', 'i9']}"
424,1,1,0,1,0,1,0,0,0,0,0,1,1,0,"{'o1': ['i1', 'i2']}"
425,1,1,0,1,0,1,0,0,1,0,0,1,1,1,"{'o1': ['i9', 'i1', 'i2']}"
426,1,1,0,1,0,1,0,1,0,0,0,1,1,1,"{'o1': ['i1', 'i2']}"
427,1,1,0,1,0,1,0,1,1,0,1,0,0,0,"{'o1': ['i9', 'i1', 'i2']}"
428,1,1,0,1,0,1,1,0,0,0,0,1,1,1,"{'o1': ['i1', 'i2']}"
429,1,1,0,1,0,1,1,0,1,0,1,0,0,0,"{'o1': ['i9', 'i1', 'i2']}"
430,1,1,0,1,0,1,1,1,0,0,1,0,0,0,"{'o1': ['i8', 'i7', 'i1', 'i2']}"
431,1,1,0,1,0,1,1,1,1,0,1,0,0,1,"{'o1': ['i1', 'i2', 'i8', 'i7', 'i9']}"
432,1,1,0,1,1,0,0,0,0,0,0,1,1,0,"{'o1': ['i1', 'i2']}"
433,1,1,0,1,1,0,0,0,1,0,0,1,1,1,"{'o1': ['i9', 'i1', 'i2']}"
434,1,1,0,1,1,0,0,1,0,0,0,1,1,1,"{'o1': ['i1', 'i2']}"
435,1,1,0,1,1,0,0,1,1,0,1,0,0,0,"{'o1': ['i9', 'i1', 'i2']}"
436,1,1,0,1,1,0,1,0,0,0,0,1,1,1,"{'o1': ['i1', 'i2']}"
437,1,1,0,1,1,0,1,0,1,0,1,0,0,0,"{'o1': ['i9', 'i1', 'i2']}"
438,1,1,0,1,1,0,1,1,0,0,1,0,0,0,"{'o1': ['i8', 'i7', 'i1', 'i2']}"
439,1,1,0,1,1,0,1,1,1,0,1,0,0,1,"{'o1': ['i1', 'i2', 'i8', 'i7', 'i9']}"
440,1,1,0,1,1,1,0,0,0,0,1,0,0,0,"{'o1': ['i6', 'i5', 'i1', 'i2']}"
441,1,1,0,1,1,1,0,0,1,0,1,0,0,1,"{'o1': ['i5', 'i1', 'i6', 'i2', 'i9']}"
442,1,1,0,1,1,1,0,1,0,0,1,0,0,1,"{'o1': ['i6', 'i5', 'i1', 'i2']}"
443,1,1,0,1,1,1,0,1,1,0,1,0,1,0,"{'o1': ['i5', 'i1', 'i6', 'i2', 'i9']}"
444,1,1,0,1,1,1,1,0,0,0,1,0,0,1,"{'o1': ['i6', 'i5', 'i1', 'i2']}"
445,1,1,0,1,1,1,1,0,1,0,1,0,1,0,"{'o1': ['i5', 'i1', 'i6', 'i2', 'i9']}"
446,1,1,0,1,1,1,1,1,0,0,1,0,1,0,"{'o1': ['i5', 'i1', 'i6', 'i2', 'i8', 'i7']}"
447,1,1,0,1,1,1,1,1,1,0,1,0,1,1,"{'o1': ['i5', 'i1', 'i6', 'i2', 'i8', 'i7', 'i9']}"
448,1,1,1,0,0,0,0,0,0,0,0,1,0,0,"{'o1': ['i1', 'i2']}"
449,1,1,1,0,0,0,0,0,1,0,0,1,0,1,"{'o1': ['i9', 'i1', 'i2']}"
450,1,1,1,0,0,0,0,1,0,0,0,1,0,1,"{'o1': ['i1', 'i2']}"
451,1,1,1,0,0,0,0,1,1,0,0,1,1,0,"{'o1': ['i9', 'i1', 'i2']}"
452,1,1,1,0,0,0,1,0,0,0,0,1,0,1,"{'o1': ['i1', 'i2']}"
453,1,1,1,0,0,0,1,0,1,0,0,1,1,0,"{'o1': ['i9', 'i1', 'i2']}"
454,1,1,1,0,0,0,1,1,0,0,0,1,1,0,"{'o1': ['i8', 'i7', 'i1', 'i2']}"
455,1,1,1,0,0,0,1,1,1,0,0,1,1,1,"{'o1': ['i1', 'i2', 'i8', 'i7', 'i9']}"
456,1,1,1,0,0,1,0,0,0,0,0,1,1,0,"{'o1': ['i1', 'i2']}"
457,1,1,1,0,0,1,0,0,1,0,0,1,1,1,"{'o1': ['i9', 'i1', 'i2']}"
458,1,1,1,0,0,1,0,1,0,0,0,1,1,1,"{'o1': ['i1', 'i2']}"
459,1,1,1,0,0,1,0,1,1,0,1,0,0,0,"{'o1': ['i9', 'i1', 'i2']}"
460,1,1,1,0,0,1,1,0,0,0,0,1,1,1,"{'o1': ['i1', 'i2']}"
461,1,1,1,0,0,1,1,0,1,0,1,0,0,0,"{'o1': ['i9', 'i1', 'i2']}"
462,1,1,1,0,0,1,1,1,0,0,1,0,0,0,"{'o1': ['i8', 'i7', 'i1', 'i2']}"
463,1,1,1,0,0,1,1,1,1,0,1,0,0,1,"{'o1': ['i1', 'i2', 'i8', 'i7', 'i9']}"
464,1,1,1,0,1,0,0,0,0,0,0,1,1,0,"{'o1': ['i1', 'i2']}"
465,1,1,1,0,1,0,0,0,1,0,0,1,1,1,"{'o1': ['i9', 'i1', 'i2']}"
466,1,1,1,0,1,0,0,1,0,0,0,1,1,1,"{'o1': ['i1', 'i2']}"
467,1,1,1,0,1,0,0,1,1,0,1,0,0,0,"{'o1': ['i9', 'i1', 'i2']}"
468,1,1,1,0,1,0,1,0,0,0,0,1,1,1,"{'o1': ['i1', 'i2']}"
469,1,1,1,0,1,0,1,0,1,0,1,0,0,0,"{'o1': ['i9', 'i1', 'i2']}"
470,1,1,1,0,1,0,1,1,0,0,1,0,0,0,"{'o1': ['i8', 'i7', 'i1', 'i2']}"
471,1,1,1,0,1,0,1,1,1,0,1,0,0,1,"{'o1': ['i1', 'i2', 'i8', 'i7', 'i9']}"
472,1,1,1,0,1,1,0,0,0,0,1,0,0,0,"{'o1': ['i6', 'i5', 'i1', 'i2']}"
473,1,1,1,0,1,1,0,0,1,0,1,0,0,1,"{'o1': ['i5', 'i1', 'i6', 'i2', 'i9']}"
474,1,1,1,0,1,1,0,1,0,0,1,0,0,1,"{'o1': ['i6', 'i5', 'i1', 'i2']}"
475,1,1,1,0,1,1,0,1,1,0,1,0,1,0,"{'o1': ['i5', 'i1', 'i6', 'i2', 'i9']}"
476,1,1,1,0,1,1,1,0,0,0,1,0,0,1,"{'o1': ['i6', 'i5', 'i1', 'i2']}"
477,1,1,1,0,1,1,1,0,1,0,1,0,1,0,"{'o1': ['i5', 'i1', 'i6', 'i2', 'i9']}"
478,1,1,1,0,1,1,1,1,0,0,1,0,1,0,"{'o1': ['i5', 'i1', 'i6', 'i2', 'i8', 'i7']}"
479,1,1,1,0,1,1,1,1,1,0,1,0,1,1,"{'o1': ['i5', 'i1', 'i6', 'i2', 'i8', 'i7', 'i9']}"
480,1,1,1,1,0,0,0,0,0,0,1,0,0,0,"{'o1': ['i4', 'i3', 'i1', 'i2']}"
481,1,1,1,1,0,0,0,0,1,0,1,0,0,1,"{'o1': ['i1', 'i2', 'i4', 'i3', 'i9']}"
482,1,1,1,1,0,0,0,1,0,0,1,0,0,1,"{'o1': ['i4', 'i3', 'i1', 'i2']}"
483,1,1,1,1,0,0,0,1,1,0,1,0,1,0,"{'o1': ['i1', 'i2', 'i4', 'i3', 'i9']}"
