,i1,i2,i3,i4,i5,i6,i7,i8,i9,o1,o2,o3,o4,o5,explanation for output
177,0,1,0,1,1,0,0,0,1,1,0,1,1,1,"{'o1': ['i5', 'i1', 'i2', 'i4', 'i9'], 'o2': ['i1', 'i6', 'i8', 'i7', 'i3']}"
178,0,1,0,1,1,0,0,1,0,1,0,1,1,1,"{'o1': ['i5', 'i1', 'i2', 'i8', 'i4'], 'o2': ['i1', 'i6', 'i7', 'i3', 'i9']}"
179,0,1,0,1,1,0,0,1,1,1,1,0,0,0,"{'o2': ['i5', 'i1', 'i8', 'i4', 'i9']}"
180,0,1,0,1,1,0,1,0,0,1,0,1,1,1,"{'o1': ['i5', 'i1', 'i2', 'i4', 'i7'], 'o2': ['i1', 'i6', 'i8', 'i3', 'i9']}"
181,0,1,0,1,1,0,1,0,1,1,1,0,0,0,"{'o2': ['i5', 'i1', 'i4', 'i7', 'i9']}"
182,0,1,0,1,1,0,1,1,0,1,1,0,0,0,"{'o2': ['i5', 'i1', 'i8', 'i4', 'i7']}"
183,0,1,0,1,1,0,1,1,1,1,1,0,0,1,"{'o2': ['i5', 'i1', 'i8', 'i4', 'i7', 'i9']}"
184,0,1,0,1,1,1,0,0,0,1,1,0,0,0,"{'o2': ['i4', 'i5', 'i1', 'i6']}"
185,0,1,0,1,1,1,0,0,1,1,1,0,0,1,"{'o2': ['i5', 'i1', 'i6', 'i4', 'i9']}"
186,0,1,0,1,1,1,0,1,0,1,1,0,0,1,"{'o2': ['i5', 'i1', 'i6', 'i8', 'i4']}"
187,0,1,0,1,1,1,0,1,1,1,1,0,1,0,"{'o2': ['i5', 'i1', 'i6', 'i8', 'i4', 'i9']}"
188,0,1,0,1,1,1,1,0,0,1,1,0,0,1,"{'o2': ['i5', 'i1', 'i6', 'i4', 'i7']}"
189,0,1,0,1,1,1,1,0,1,1,1,0,1,0,"{'o2': ['i5', 'i1', 'i6', 'i4', 'i7', 'i9']}"
190,0,1,0,1,1,1,1,1,0,1,1,0,1,0,"{'o2': ['i5', 'i1', 'i6', 'i4', 'i7', 'i8']}"
191,0,1,0,1,1,1,1,1,1,1,1,0,1,1,"{'o2': ['i5', 'i1', 'i6', 'i4', 'i7', 'i8', 'i9']}"
192,0,1,1,0,0,0,0,0,0,1,0,1,0,0,"{'o1': ['i3', 'i1', 'i2'], 'o2': ['i5', 'i1', 'i6', 'i4', 'i7', 'i8', 'i9']}"
193,0,1,1,0,0,0,0,0,1,1,0,1,0,1,"{'o1': ['i3', 'i9', 'i1', 'i2'], 'o2': ['i5', 'i1', 'i6', 'i4', 'i7', 'i8']}"
194,0,1,1,0,0,0,0,1,0,1,0,1,0,1,"{'o1': ['i8', 'i3', 'i1', 'i2'], 'o2': ['i5', 'i1', 'i6', 'i4', 'i7', 'i9']}"
195,0,1,1,0,0,0,0,1,1,1,0,1,1,0,"{'o1': ['i1', 'i2', 'i8', 'i3', 'i9'], 'o2': ['i4', 'i5', 'i1', 'i6']}"
196,0,1,1,0,0,0,1,0,0,1,0,1,0,1,"{'o1': ['i3', 'i7', 'i1', 'i2'], 'o2': ['i5', 'i1', 'i6', 'i8', 'i4', 'i9']}"
197,0,1,1,0,0,0,1,0,1,1,0,1,1,0,"{'o1': ['i1', 'i2', 'i7', 'i3', 'i9'], 'o2': ['i4', 'i5', 'i1', 'i6']}"
198,0,1,1,0,0,0,1,1,0,1,0,1,1,0,"{'o1': ['i1', 'i2', 'i8', 'i7', 'i3'], 'o2': ['i4', 'i5', 'i1', 'i6']}"
199,0,1,1,0,0,0,1,1,1,1,0,1,1,1,"{'o1': ['i1', 'i2', 'i8', 'i7', 'i3', 'i9'], 'o2': ['i4', 'i5', 'i1', 'i6']}"
200,0,1,1,0,0,1,0,0,0,1,0,1,1,0,"{'o1': ['i3', 'i6', 'i1', 'i2'], 'o2': ['i5', 'i1', 'i4', 'i8', 'i7', 'i9']}"
201,0,1,1,0,0,1,0,0,1,1,0,1,1,1,"{'o1': ['i1', 'i6', 'i2', 'i3', 'i9'], 'o2': ['i5', 'i1', 'i4', 'i8', 'i7']}"
202,0,1,1,0,0,1,0,1,0,1,0,1,1,1,"{'o1': ['i1', 'i6', 'i2', 'i8', 'i3'], 'o2': ['i5', 'i1', 'i4', 'i7', 'i9']}"
203,0,1,1,0,0,1,0,1,1,1,1,0,0,0,"{'o2': ['i1', 'i6', 'i8', 'i3', 'i9']}"
204,0,1,1,0,0,1,1,0,0,1,0,1,1,1,"{'o1': ['i1', 'i6', 'i2', 'i7', 'i3'], 'o2': ['i5', 'i1', 'i8', 'i4', 'i9']}"
205,0,1,1,0,0,1,1,0,1,1,1,0,0,0,"{'o2': ['i1', 'i6', 'i7', 'i3', 'i9']}"
206,0,1,1,0,0,1,1,1,0,1,1,0,0,0,"{'o2': ['i1', 'i6', 'i8', 'i7', 'i3']}"
207,0,1,1,0,0,1,1,1,1,1,1,0,0,1,"{'o2': ['i1', 'i6', 'i8', 'i7', 'i3', 'i9']}"
208,0,1,1,0,1,0,0,0,0,1,0,1,1,0,"{'o1': ['i3', 'i5', 'i1', 'i2'], 'o2': ['i1', 'i6', 'i4', 'i8', 'i7', 'i9']}"
209,0,1,1,0,1,0,0,0,1,1,0,1,1,1,"{'o1': ['i5', 'i1', 'i2', 'i3', 'i9'], 'o2': ['i1', 'i6', 'i4', 'i8', 'i7']}"
210,0,1,1,0,1,0,0,1,0,1,0,1,1,1,"{'o1': ['i5', 'i1', 'i2', 'i8', 'i3'], 'o2': ['i1', 'i6', 'i4', 'i7', 'i9']}"
211,0,1,1,0,1,0,0,1,1,1,1,0,0,0,"{'o2': ['i5', 'i1', 'i8', 'i3', 'i9']}"
212,0,1,1,0,1,0,1,0,0,1,0,1,1,1,"{'o1': ['i5', 'i1', 'i2', 'i7', 'i3'], 'o2': ['i1', 'i6', 'i8', 'i4', 'i9']}"
213,0,1,1,0,1,0,1,0,1,1,1,0,0,0,"{'o2': ['i5', 'i1', 'i7', 'i3', 'i9']}"
214,0,1,1,0,1,0,1,1,0,1,1,0,0,0,"{'o2': ['i5', 'i1', 'i8', 'i7', 'i3']}"
215,0,1,1,0,1,0,1,1,1,1,1,0,0,1,"{'o2': ['i5', 'i1', 'i8', 'i7', 'i3', 'i9']}"
216,0,1,1,0,1,1,0,0,0,1,1,0,0,0,"{'o2': ['i3', 'i5', 'i1', 'i6']}"
217,0,1,1,0,1,1,0,0,1,1,1,0,0,1,"{'o2': ['i5', 'i1', 'i6', 'i3', 'i9']}"
218,0,1,1,0,1,1,0,1,0,1,1,0,0,1,"{'o2': ['i5', 'i1', 'i6', 'i8', 'i3']}"
219,0,1,1,0,1,1,0,1,1,1,1,0,1,0,"{'o2': ['i5', 'i1', 'i6', 'i8', 'i3', 'i9']}"
220,0,1,1,0,1,1,1,0,0,1,1,0,0,1,"{'o2': ['i5', 'i1', 'i6', 'i7', 'i3']}"
221,0,1,1,0,1,1,1,0,1,1,1,0,1,0,"{'o2': ['i5', 'i1', 'i6', 'i7', 'i3', 'i9']}"
222,0,1,1,0,1,1,1,1,0,1,1,0,1,0,"{'o2': ['i5', 'i1', 'i6', 'i8', 'i7', 'i3']}"
223,0,1,1,0,1,1,1,1,1,1,1,0,1,1,"{'o2': ['i5', 'i1', 'i6', 'i8', 'i7', 'i3', 'i9']}"
224,0,1,1,1,0,0,0,0,0,1,1,0,0,0,"{'o2': ['i4', 'i3', 'i1']}"
225,0,1,1,1,0,0,0,0,1,1,1,0,0,1,"{'o2': ['i4', 'i3', 'i9', 'i1']}"
226,0,1,1,1,0,0,0,1,0,1,1,0,0,1,"{'o2': ['i8', 'i4', 'i3', 'i1']}"
227,0,1,1,1,0,0,0,1,1,1,1,0,1,0,"{'o2': ['i1', 'i8', 'i4', 'i3', 'i9']}"
228,0,1,1,1,0,0,1,0,0,1,1,0,0,1,"{'o2': ['i4', 'i3', 'i7', 'i1']}"
229,0,1,1,1,0,0,1,0,1,1,1,0,1,0,"{'o2': ['i1', 'i4', 'i7', 'i3', 'i9']}"
230,0,1,1,1,0,0,1,1,0,1,1,0,1,0,"{'o2': ['i1', 'i8', 'i4', 'i7', 'i3']}"
231,0,1,1,1,0,0,1,1,1,1,1,0,1,1,"{'o2': ['i1', 'i8', 'i4', 'i7', 'i3', 'i9']}"
232,0,1,1,1,0,1,0,0,0,1,1,0,1,0,"{'o2': ['i4', 'i3', 'i1', 'i6']}"
233,0,1,1,1,0,1,0,0,1,1,1,0,1,1,"{'o2': ['i1', 'i6', 'i4', 'i3', 'i9']}"
234,0,1,1,1,0,1,0,1,0,1,1,0,1,1,"{'o2': ['i1', 'i6', 'i8', 'i4', 'i3']}"
235,0,1,1,1,0,1,0,1,1,1,1,1,0,0,"{'o2': ['i1', 'i6', 'i8', 'i4', 'i3', 'i9']}"
236,0,1,1,1,0,1,1,0,0,1,1,0,1,1,"{'o2': ['i1', 'i6', 'i4', 'i7', 'i3']}"
237,0,1,1,1,0,1,1,0,1,1,1,1,0,0,"{'o2': ['i1', 'i6', 'i4', 'i7', 'i3', 'i9']}"
238,0,1,1,1,0,1,1,1,0,1,1,1,0,0,"{'o2': ['i1', 'i6', 'i4', 'i7', 'i8', 'i3']}"
239,0,1,1,1,0,1,1,1,1,1,1,1,0,1,"{'o2': ['i1', 'i6', 'i4', 'i7', 'i8', 'i3', 'i9']}"
240,0,1,1,1,1,0,0,0,0,1,1,0,1,0,"{'o2': ['i4', 'i3', 'i5', 'i1']}"
241,0,1,1,1,1,0,0,0,1,1,1,0,1,1,"{'o2': ['i5', 'i1', 'i4', 'i3', 'i9']}"
242,0,1,1,1,1,0,0,1,0,1,1,0,1,1,"{'o2': ['i5', 'i1', 'i8', 'i4', 'i3']}"
243,0,1,1,1,1,0,0,1,1,1,1,1,0,0,"{'o2': ['i5', 'i1', 'i8', 'i4', 'i3', 'i9']}"
244,0,1,1,1,1,0,1,0,0,1,1,0,1,1,"{'o2': ['i5', 'i1', 'i4', 'i7', 'i3']}"
245,0,1,1,1,1,0,1,0,1,1,1,1,0,0,"{'o2': ['i5', 'i1', 'i4', 'i7', 'i3', 'i9']}"
246,0,1,1,1,1,0,1,1,0,1,1,1,0,0,"{'o2': ['i5', 'i1', 'i4', 'i7', 'i8', 'i3']}"
247,0,1,1,1,1,0,1,1,1,1,1,1,0,1,"{'o2': ['i5', 'i1', 'i4', 'i7', 'i8', 'i3', 'i9']}"
248,0,1,1,1,1,1,0,0,0,1,1,1,0,0,"{'o2': ['i5', 'i1', 'i6', 'i4', 'i3']}"
249,0,1,1,1,1,1,0,0,1,1,1,1,0,1,"{'o2': ['i5', 'i1', 'i6', 'i4', 'i3', 'i9']}"
250,0,1,1,1,1,1,0,1,0,1,1,1,0,1,"{'o2': ['i5', 'i1', 'i6', 'i4', 'i8', 'i3']}"
251,0,1,1,1,1,1,0,1,1,1,1,1,1,0,"{'o2': ['i5', 'i1', 'i6', 'i4', 'i8', 'i3', 'i9']}"
252,0,1,1,1,1,1,1,0,0,1,1,1,0,1,"{'o2': ['i5', 'i1', 'i6', 'i4', 'i7', 'i3']}"
253,0,1,1,1,1,1,1,0,1,1,1,1,1,0,"{'o2': ['i5', 'i1', 'i6', 'i4', 'i7', 'i3', 'i9']}"
254,0,1,1,1,1,1,1,1,0,1,1,1,1,0,"{'o2': ['i5', 'i1', 'i6', 'i4', 'i7', 'i8', 'i3']}"
255,0,1,1,1,1,1,1,1,1,1,1,1,1,1,"{'o2': ['i5', 'i1', 'i6', 'i4', 'i7', 'i8', 'i3', 'i9']}"
256,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"{'o1': ['i1', 'i2'], 'o2': ['i5', 'i6', 'i2', 'i4', 'i7', 'i8', 'i3', 'i9']}"
257,1,0,0,0,0,0,0,0,1,1,0,0,0,1,"{'o1': ['i9', 'i1', 'i2'], 'o2': ['i5', 'i6', 'i2', 'i4', 'i7', 'i8', 'i3']}"
258,1,0,0,0,0,0,0,1,0,1,0,0,0,1,"{'o1': ['i8', 'i1', 'i2'], 'o2': ['i5', 'i6', 'i2', 'i4', 'i7', 'i3', 'i9']}"
259,1,0,0,0,0,0,0,1,1,1,0,0,1,0,"{'o1': ['i8', 'i9', 'i1', 'i2'], 'o2': ['i5', 'i6', 'i2', 'i4', 'i3']}"
260,1,0,0,0,0,0,1,0,0,1,0,0,0,1,"{'o1': ['i7', 'i1', 'i2'], 'o2': ['i5', 'i6', 'i2', 'i4', 'i8', 'i3', 'i9']}"
261,1,0,0,0,0,0,1,0,1,1,0,0,1,0,"{'o1': ['i7', 'i9', 'i1', 'i2'], 'o2': ['i5', 'i6', 'i2', 'i4', 'i3']}"
262,1,0,0,0,0,0,1,1,0,1,0,0,1,0,"{'o1': ['i8', 'i7', 'i1', 'i2'], 'o2': ['i5', 'i6', 'i2', 'i4', 'i3']}"
263,1,0,0,0,0,0,1,1,1,1,0,0,1,1,"{'o1': ['i1', 'i2', 'i8', 'i7', 'i9'], 'o2': ['i5', 'i6', 'i2', 'i4', 'i3']}"
264,1,0,0,0,0,1,0,0,0,1,0,0,1,0,"{'o1': ['i6', 'i1', 'i2'], 'o2': ['i5', 'i2', 'i8', 'i4', 'i7', 'i3', 'i9']}"
265,1,0,0,0,0,1,0,0,1,1,0,0,1,1,"{'o1': ['i6', 'i9', 'i1', 'i2'], 'o2': ['i5', 'i2', 'i8', 'i4', 'i7', 'i3']}"
266,1,0,0,0,0,1,0,1,0,1,0,0,1,1,"{'o1': ['i8', 'i6', 'i1', 'i2'], 'o2': ['i5', 'i2', 'i4', 'i7', 'i3', 'i9']}"
267,1,0,0,0,0,1,0,1,1,1,0,1,0,0,"{'o1': ['i1', 'i6', 'i2', 'i8', 'i9'], 'o2': ['i4', 'i3', 'i2']}"
268,1,0,0,0,0,1,1,0,0,1,0,0,1,1,"{'o1': ['i6', 'i7', 'i1', 'i2'], 'o2': ['i5', 'i2', 'i8', 'i4', 'i3', 'i9']}"
269,1,0,0,0,0,1,1,0,1,1,0,1,0,0,"{'o1': ['i1', 'i6', 'i2', 'i7', 'i9'], 'o2': ['i4', 'i3', 'i2']}"
270,1,0,0,0,0,1,1,1,0,1,0,1,0,0,"{'o1': ['i1', 'i6', 'i2', 'i8', 'i7'], 'o2': ['i4', 'i3', 'i2']}"
271,1,0,0,0,0,1,1,1,1,1,0,1,0,1,"{'o1': ['i1', 'i6', 'i2', 'i8', 'i7', 'i9'], 'o2': ['i4', 'i3', 'i2']}"
272,1,0,0,0,1,0,0,0,0,1,0,0,1,0,"{'o1': ['i5', 'i1', 'i2'], 'o2': ['i6', 'i2', 'i8', 'i4', 'i7', 'i3', 'i9']}"
273,1,0,0,0,1,0,0,0,1,1,0,0,1,1,"{'o1': ['i9', 'i5', 'i1', 'i2'], 'o2': ['i6', 'i2', 'i8', 'i4', 'i7', 'i3']}"
274,1,0,0,0,1,0,0,1,0,1,0,0,1,1,"{'o1': ['i8', 'i5', 'i1', 'i2'], 'o2': ['i6', 'i2', 'i4', 'i7', 'i3', 'i9']}"
275,1,0,0,0,1,0,0,1,1,1,0,1,0,0,"{'o1': ['i5', 'i1', 'i2', 'i8', 'i9'], 'o2': ['i4', 'i3', 'i2']}"
276,1,0,0,0,1,0,1,0,0,1,0,0,1,1,"{'o1': ['i7', 'i5', 'i1', 'i2'], 'o2': ['i6', 'i2', 'i8', 'i4', 'i3', 'i9']}"
277,1,0,0,0,1,0,1,0,1,1,0,1,0,0,"{'o1': ['i5', 'i1', 'i2', 'i7', 'i9'], 'o2': ['i4', 'i3', 'i2']}"
278,1,0,0,0,1,0,1,1,0,1,0,1,0,0,"{'o1': ['i5', 'i1', 'i2', 'i8', 'i7'], 'o2': ['i4', 'i3', 'i2']}"
279,1,0,0,0,1,0,1,1,1,1,0,1,0,1,"{'o1': ['i5', 'i1', 'i2', 'i8', 'i7', 'i9'], 'o2': ['i4', 'i3', 'i2']}"
280,1,0,0,0,1,1,0,0,0,1,0,1,0,0,"{'o1': ['i6', 'i5', 'i1', 'i2'], 'o2': ['i4', 'i3', 'i2']}"
281,1,0,0,0,1,1,0,0,1,1,0,1,0,1,"{'o1': ['i5', 'i1', 'i6', 'i2', 'i9'], 'o2': ['i4', 'i3', 'i2']}"
282,1,0,0,0,1,1,0,1,0,1,0,1,0,1,"{'o1': ['i5', 'i1', 'i6', 'i2', 'i8'], 'o2': ['i4', 'i3', 'i2']}"
283,1,0,0,0,1,1,0,1,1,1,0,1,1,0,"{'o1': ['i5', 'i1', 'i6', 'i2', 'i8', 'i9'], 'o2': ['i4', 'i3', 'i2']}"
284,1,0,0,0,1,1,1,0,0,1,0,1,0,1,"{'o1': ['i5', 'i1', 'i6', 'i2', 'i7'], 'o2': ['i4', 'i3', 'i2']}"
285,1,0,0,0,1,1,1,0,1,1,0,1,1,0,"{'o1': ['i5', 'i1', 'i6', 'i2', 'i7', 'i9'], 'o2': ['i4', 'i3', 'i2']}"
286,1,0,0,0,1,1,1,1,0,1,0,1,1,0,"{'o1': ['i5', 'i1', 'i6', 'i2', 'i8', 'i7'], 'o2': ['i4', 'i3', 'i2']}"
287,1,0,0,0,1,1,1,1,1,1,0,1,1,1,"{'o1': ['i5', 'i1', 'i6', 'i2', 'i8', 'i7', 'i9'], 'o2': ['i4', 'i3', 'i2']}"
288,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"{'o1': ['i4', 'i1', 'i2'], 'o2': ['i5', 'i6', 'i2', 'i8', 'i7', 'i3', 'i9']}"
289,1,0,0,1,0,0,0,0,1,1,0,1,0,1,"{'o1': ['i4', 'i9', 'i1', 'i2'], 'o2': ['i5', 'i6', 'i2', 'i8', 'i7', 'i3']}"
290,1,0,0,1,0,0,0,1,0,1,0,1,0,1,"{'o1': ['i8', 'i4', 'i1', 'i2'], 'o2': ['i5', 'i6', 'i2', 'i7', 'i3', 'i9']}"
291,1,0,0,1,0,0,0,1,1,1,0,1,1,0,"{'o1': ['i1', 'i2', 'i8', 'i4', 'i9'], 'o2': ['i3', 'i5', 'i6', 'i2']}"
292,1,0,0,1,0,0,1,0,0,1,0,1,0,1,"{'o1': ['i4', 'i7', 'i1', 'i2'], 'o2': ['i5', 'i6', 'i2', 'i8', 'i3', 'i9']}"
293,1,0,0,1,0,0,1,0,1,1,0,1,1,0,"{'o1': ['i1', 'i2', 'i4', 'i7', 'i9'], 'o2': ['i3', 'i5', 'i6', 'i2']}"
294,1,0,0,1,0,0,1,1,0,1,0,1,1,0,"{'o1': ['i1', 'i2', 'i8', 'i4', 'i7'], 'o2': ['i3', 'i5', 'i6', 'i2']}"
295,1,0,0,1,0,0,1,1,1,1,0,1,1,1,"{'o1': ['i1', 'i2', 'i8', 'i4', 'i7', 'i9'], 'o2': ['i3', 'i5', 'i6', 'i2']}"
296,1,0,0,1,0,1,0,0,0,1,0,1,1,0,"{'o1': ['i4', 'i6', 'i1', 'i2'], 'o2': ['i5', 'i2', 'i8', 'i7', 'i3', 'i9']}"
