,i1,i2,i3,i4,i5,i6,i7,i8,i9,o1,o2,o3,o4,o5,explanation for output
15,0,0,0,0,0,1,1,1,1,0,1,1,0,1,"{'o2': ['i4', 'i3', 'i1', 'i2']}"
16,0,0,0,0,1,0,0,0,0,0,1,0,1,0,"{'o2': ['i1', 'i6', 'i2', 'i4', 'i7', 'i8', 'i3', 'i9']}"
17,0,0,0,0,1,0,0,0,1,0,1,0,1,1,"{'o2': ['i1', 'i6', 'i2', 'i4', 'i7', 'i8', 'i3']}"
18,0,0,0,0,1,0,0,1,0,0,1,0,1,1,"{'o2': ['i1', 'i6', 'i2', 'i4', 'i7', 'i3', 'i9']}"
19,0,0,0,0,1,0,0,1,1,0,1,1,0,0,"{'o2': ['i4', 'i3', 'i1', 'i2']}"
20,0,0,0,0,1,0,1,0,0,0,1,0,1,1,"{'o2': ['i1', 'i6', 'i2', 'i4', 'i8', 'i3', 'i9']}"
21,0,0,0,0,1,0,1,0,1,0,1,1,0,0,"{'o2': ['i4', 'i3', 'i1', 'i2']}"
22,0,0,0,0,1,0,1,1,0,0,1,1,0,0,"{'o2': ['i4', 'i3', 'i1', 'i2']}"
23,0,0,0,0,1,0,1,1,1,0,1,1,0,1,"{'o2': ['i4', 'i3', 'i1', 'i2']}"
24,0,0,0,0,1,1,0,0,0,0,1,1,0,0,"{'o2': ['i4', 'i3', 'i1', 'i2']}"
25,0,0,0,0,1,1,0,0,1,0,1,1,0,1,"{'o2': ['i4', 'i3', 'i1', 'i2']}"
26,0,0,0,0,1,1,0,1,0,0,1,1,0,1,"{'o2': ['i4', 'i3', 'i1', 'i2']}"
27,0,0,0,0,1,1,0,1,1,0,1,1,1,0,"{'o2': ['i4', 'i3', 'i1', 'i2']}"
28,0,0,0,0,1,1,1,0,0,0,1,1,0,1,"{'o2': ['i4', 'i3', 'i1', 'i2']}"
29,0,0,0,0,1,1,1,0,1,0,1,1,1,0,"{'o2': ['i4', 'i3', 'i1', 'i2']}"
30,0,0,0,0,1,1,1,1,0,0,1,1,1,0,"{'o2': ['i4', 'i3', 'i1', 'i2']}"
31,0,0,0,0,1,1,1,1,1,0,1,1,1,1,"{'o2': ['i4', 'i3', 'i1', 'i2']}"
32,0,0,0,1,0,0,0,0,0,0,1,1,0,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i8', 'i7', 'i3', 'i9']}"
33,0,0,0,1,0,0,0,0,1,0,1,1,0,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i8', 'i7', 'i3']}"
34,0,0,0,1,0,0,0,1,0,0,1,1,0,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i7', 'i3', 'i9']}"
35,0,0,0,1,0,0,0,1,1,0,1,1,1,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i3']}"
36,0,0,0,1,0,0,1,0,0,0,1,1,0,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i8', 'i3', 'i9']}"
37,0,0,0,1,0,0,1,0,1,0,1,1,1,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i3']}"
38,0,0,0,1,0,0,1,1,0,0,1,1,1,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i3']}"
39,0,0,0,1,0,0,1,1,1,0,1,1,1,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i3']}"
40,0,0,0,1,0,1,0,0,0,0,1,1,1,0,"{'o2': ['i5', 'i1', 'i2', 'i8', 'i7', 'i3', 'i9']}"
41,0,0,0,1,0,1,0,0,1,0,1,1,1,1,"{'o2': ['i5', 'i1', 'i2', 'i8', 'i7', 'i3']}"
42,0,0,0,1,0,1,0,1,0,0,1,1,1,1,"{'o2': ['i5', 'i1', 'i2', 'i7', 'i3', 'i9']}"
43,0,0,0,1,0,1,0,1,1,0,0,0,0,0,"{'o2': ['i1', 'i6', 'i2', 'i8', 'i4', 'i9']}"
44,0,0,0,1,0,1,1,0,0,0,1,1,1,1,"{'o2': ['i5', 'i1', 'i2', 'i8', 'i3', 'i9']}"
45,0,0,0,1,0,1,1,0,1,0,0,0,0,0,"{'o2': ['i1', 'i6', 'i2', 'i4', 'i7', 'i9']}"
46,0,0,0,1,0,1,1,1,0,0,0,0,0,0,"{'o2': ['i1', 'i6', 'i2', 'i4', 'i7', 'i8']}"
47,0,0,0,1,0,1,1,1,1,0,0,0,0,1,"{'o2': ['i1', 'i6', 'i2', 'i4', 'i7', 'i8', 'i9']}"
48,0,0,0,1,1,0,0,0,0,0,1,1,1,0,"{'o2': ['i1', 'i6', 'i2', 'i8', 'i7', 'i3', 'i9']}"
49,0,0,0,1,1,0,0,0,1,0,1,1,1,1,"{'o2': ['i1', 'i6', 'i2', 'i8', 'i7', 'i3']}"
50,0,0,0,1,1,0,0,1,0,0,1,1,1,1,"{'o2': ['i1', 'i6', 'i2', 'i7', 'i3', 'i9']}"
51,0,0,0,1,1,0,0,1,1,0,0,0,0,0,"{'o2': ['i5', 'i1', 'i2', 'i8', 'i4', 'i9']}"
52,0,0,0,1,1,0,1,0,0,0,1,1,1,1,"{'o2': ['i1', 'i6', 'i2', 'i8', 'i3', 'i9']}"
53,0,0,0,1,1,0,1,0,1,0,0,0,0,0,"{'o2': ['i5', 'i1', 'i2', 'i4', 'i7', 'i9']}"
54,0,0,0,1,1,0,1,1,0,0,0,0,0,0,"{'o2': ['i5', 'i1', 'i2', 'i4', 'i7', 'i8']}"
55,0,0,0,1,1,0,1,1,1,0,0,0,0,1,"{'o2': ['i5', 'i1', 'i2', 'i4', 'i7', 'i8', 'i9']}"
56,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4']}"
57,0,0,0,1,1,1,0,0,1,0,0,0,0,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i9']}"
58,0,0,0,1,1,1,0,1,0,0,0,0,0,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i8']}"
59,0,0,0,1,1,1,0,1,1,0,0,0,1,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i8', 'i9']}"
60,0,0,0,1,1,1,1,0,0,0,0,0,0,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i7']}"
61,0,0,0,1,1,1,1,0,1,0,0,0,1,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i7', 'i9']}"
62,0,0,0,1,1,1,1,1,0,0,0,0,1,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i7', 'i8']}"
63,0,0,0,1,1,1,1,1,1,0,0,0,1,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i7', 'i8', 'i9']}"
64,0,0,1,0,0,0,0,0,0,0,1,1,0,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i7', 'i8', 'i9']}"
65,0,0,1,0,0,0,0,0,1,0,1,1,0,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i7', 'i8']}"
66,0,0,1,0,0,0,0,1,0,0,1,1,0,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i7', 'i9']}"
67,0,0,1,0,0,0,0,1,1,0,1,1,1,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4']}"
68,0,0,1,0,0,0,1,0,0,0,1,1,0,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i8', 'i9']}"
69,0,0,1,0,0,0,1,0,1,0,1,1,1,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4']}"
70,0,0,1,0,0,0,1,1,0,0,1,1,1,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4']}"
71,0,0,1,0,0,0,1,1,1,0,1,1,1,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4']}"
72,0,0,1,0,0,1,0,0,0,0,1,1,1,0,"{'o2': ['i5', 'i1', 'i2', 'i4', 'i8', 'i7', 'i9']}"
73,0,0,1,0,0,1,0,0,1,0,1,1,1,1,"{'o2': ['i5', 'i1', 'i2', 'i4', 'i8', 'i7']}"
74,0,0,1,0,0,1,0,1,0,0,1,1,1,1,"{'o2': ['i5', 'i1', 'i2', 'i4', 'i7', 'i9']}"
75,0,0,1,0,0,1,0,1,1,0,0,0,0,0,"{'o2': ['i1', 'i6', 'i2', 'i8', 'i3', 'i9']}"
76,0,0,1,0,0,1,1,0,0,0,1,1,1,1,"{'o2': ['i5', 'i1', 'i2', 'i8', 'i4', 'i9']}"
77,0,0,1,0,0,1,1,0,1,0,0,0,0,0,"{'o2': ['i1', 'i6', 'i2', 'i7', 'i3', 'i9']}"
78,0,0,1,0,0,1,1,1,0,0,0,0,0,0,"{'o2': ['i1', 'i6', 'i2', 'i8', 'i7', 'i3']}"
79,0,0,1,0,0,1,1,1,1,0,0,0,0,1,"{'o2': ['i1', 'i6', 'i2', 'i8', 'i7', 'i3', 'i9']}"
80,0,0,1,0,1,0,0,0,0,0,1,1,1,0,"{'o2': ['i1', 'i6', 'i2', 'i4', 'i8', 'i7', 'i9']}"
81,0,0,1,0,1,0,0,0,1,0,1,1,1,1,"{'o2': ['i1', 'i6', 'i2', 'i4', 'i8', 'i7']}"
82,0,0,1,0,1,0,0,1,0,0,1,1,1,1,"{'o2': ['i1', 'i6', 'i2', 'i4', 'i7', 'i9']}"
83,0,0,1,0,1,0,0,1,1,0,0,0,0,0,"{'o2': ['i5', 'i1', 'i2', 'i8', 'i3', 'i9']}"
84,0,0,1,0,1,0,1,0,0,0,1,1,1,1,"{'o2': ['i1', 'i6', 'i2', 'i8', 'i4', 'i9']}"
85,0,0,1,0,1,0,1,0,1,0,0,0,0,0,"{'o2': ['i5', 'i1', 'i2', 'i7', 'i3', 'i9']}"
86,0,0,1,0,1,0,1,1,0,0,0,0,0,0,"{'o2': ['i5', 'i1', 'i2', 'i8', 'i7', 'i3']}"
87,0,0,1,0,1,0,1,1,1,0,0,0,0,1,"{'o2': ['i5', 'i1', 'i2', 'i8', 'i7', 'i3', 'i9']}"
88,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i3']}"
89,0,0,1,0,1,1,0,0,1,0,0,0,0,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i3', 'i9']}"
90,0,0,1,0,1,1,0,1,0,0,0,0,0,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i8', 'i3']}"
91,0,0,1,0,1,1,0,1,1,0,0,0,1,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i8', 'i3', 'i9']}"
92,0,0,1,0,1,1,1,0,0,0,0,0,0,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i7', 'i3']}"
93,0,0,1,0,1,1,1,0,1,0,0,0,1,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i7', 'i3', 'i9']}"
94,0,0,1,0,1,1,1,1,0,0,0,0,1,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i8', 'i7', 'i3']}"
95,0,0,1,0,1,1,1,1,1,0,0,0,1,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i8', 'i7', 'i3', 'i9']}"
96,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"{'o2': ['i4', 'i3', 'i1', 'i2']}"
97,0,0,1,1,0,0,0,0,1,0,0,0,0,1,"{'o2': ['i1', 'i2', 'i4', 'i3', 'i9']}"
98,0,0,1,1,0,0,0,1,0,0,0,0,0,1,"{'o2': ['i1', 'i2', 'i8', 'i4', 'i3']}"
99,0,0,1,1,0,0,0,1,1,0,0,0,1,0,"{'o2': ['i1', 'i2', 'i8', 'i4', 'i3', 'i9']}"
100,0,0,1,1,0,0,1,0,0,0,0,0,0,1,"{'o2': ['i1', 'i2', 'i4', 'i7', 'i3']}"
101,0,0,1,1,0,0,1,0,1,0,0,0,1,0,"{'o2': ['i1', 'i2', 'i4', 'i7', 'i3', 'i9']}"
102,0,0,1,1,0,0,1,1,0,0,0,0,1,0,"{'o2': ['i1', 'i2', 'i4', 'i7', 'i8', 'i3']}"
103,0,0,1,1,0,0,1,1,1,0,0,0,1,1,"{'o2': ['i1', 'i2', 'i4', 'i7', 'i8', 'i3', 'i9']}"
104,0,0,1,1,0,1,0,0,0,0,0,0,1,0,"{'o2': ['i1', 'i6', 'i2', 'i4', 'i3']}"
105,0,0,1,1,0,1,0,0,1,0,0,0,1,1,"{'o2': ['i1', 'i6', 'i2', 'i4', 'i3', 'i9']}"
106,0,0,1,1,0,1,0,1,0,0,0,0,1,1,"{'o2': ['i1', 'i6', 'i2', 'i4', 'i8', 'i3']}"
107,0,0,1,1,0,1,0,1,1,0,0,1,0,0,"{'o2': ['i1', 'i6', 'i2', 'i4', 'i8', 'i3', 'i9']}"
108,0,0,1,1,0,1,1,0,0,0,0,0,1,1,"{'o2': ['i1', 'i6', 'i2', 'i4', 'i7', 'i3']}"
109,0,0,1,1,0,1,1,0,1,0,0,1,0,0,"{'o2': ['i1', 'i6', 'i2', 'i4', 'i7', 'i3', 'i9']}"
110,0,0,1,1,0,1,1,1,0,0,0,1,0,0,"{'o2': ['i1', 'i6', 'i2', 'i4', 'i7', 'i8', 'i3']}"
111,0,0,1,1,0,1,1,1,1,0,0,1,0,1,"{'o2': ['i1', 'i6', 'i2', 'i4', 'i7', 'i8', 'i3', 'i9']}"
112,0,0,1,1,1,0,0,0,0,0,0,0,1,0,"{'o2': ['i5', 'i1', 'i2', 'i4', 'i3']}"
113,0,0,1,1,1,0,0,0,1,0,0,0,1,1,"{'o2': ['i5', 'i1', 'i2', 'i4', 'i3', 'i9']}"
114,0,0,1,1,1,0,0,1,0,0,0,0,1,1,"{'o2': ['i5', 'i1', 'i2', 'i4', 'i8', 'i3']}"
115,0,0,1,1,1,0,0,1,1,0,0,1,0,0,"{'o2': ['i5', 'i1', 'i2', 'i4', 'i8', 'i3', 'i9']}"
116,0,0,1,1,1,0,1,0,0,0,0,0,1,1,"{'o2': ['i5', 'i1', 'i2', 'i4', 'i7', 'i3']}"
117,0,0,1,1,1,0,1,0,1,0,0,1,0,0,"{'o2': ['i5', 'i1', 'i2', 'i4', 'i7', 'i3', 'i9']}"
118,0,0,1,1,1,0,1,1,0,0,0,1,0,0,"{'o2': ['i5', 'i1', 'i2', 'i4', 'i7', 'i8', 'i3']}"
119,0,0,1,1,1,0,1,1,1,0,0,1,0,1,"{'o2': ['i5', 'i1', 'i2', 'i4', 'i7', 'i8', 'i3', 'i9']}"
120,0,0,1,1,1,1,0,0,0,0,0,1,0,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i3']}"
121,0,0,1,1,1,1,0,0,1,0,0,1,0,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i3', 'i9']}"
122,0,0,1,1,1,1,0,1,0,0,0,1,0,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i8', 'i3']}"
123,0,0,1,1,1,1,0,1,1,0,0,1,1,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i8', 'i3', 'i9']}"
124,0,0,1,1,1,1,1,0,0,0,0,1,0,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i7', 'i3']}"
125,0,0,1,1,1,1,1,0,1,0,0,1,1,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i7', 'i3', 'i9']}"
126,0,0,1,1,1,1,1,1,0,0,0,1,1,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i7', 'i8', 'i3']}"
127,0,0,1,1,1,1,1,1,1,0,0,1,1,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i7', 'i8', 'i3', 'i9']}"
128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i7', 'i8', 'i3', 'i9']}"
129,0,1,0,0,0,0,0,0,1,0,0,0,0,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i7', 'i8', 'i3']}"
130,0,1,0,0,0,0,0,1,0,0,0,0,0,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i7', 'i3', 'i9']}"
131,0,1,0,0,0,0,0,1,1,0,0,0,1,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i3']}"
132,0,1,0,0,0,0,1,0,0,0,0,0,0,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i8', 'i3', 'i9']}"
133,0,1,0,0,0,0,1,0,1,0,0,0,1,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i3']}"
134,0,1,0,0,0,0,1,1,0,0,0,0,1,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i3']}"
135,0,1,0,0,0,0,1,1,1,0,0,0,1,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i3']}"
136,0,1,0,0,0,1,0,0,0,0,0,0,1,0,"{'o2': ['i5', 'i1', 'i2', 'i4', 'i7', 'i8', 'i3', 'i9']}"
137,0,1,0,0,0,1,0,0,1,0,0,0,1,1,"{'o2': ['i5', 'i1', 'i2', 'i4', 'i7', 'i8', 'i3']}"
138,0,1,0,0,0,1,0,1,0,0,0,0,1,1,"{'o2': ['i5', 'i1', 'i2', 'i4', 'i7', 'i3', 'i9']}"
139,0,1,0,0,0,1,0,1,1,0,0,1,0,0,"{'o2': ['i4', 'i3', 'i1', 'i2']}"
140,0,1,0,0,0,1,1,0,0,0,0,0,1,1,"{'o2': ['i5', 'i1', 'i2', 'i4', 'i8', 'i3', 'i9']}"
141,0,1,0,0,0,1,1,0,1,0,0,1,0,0,"{'o2': ['i4', 'i3', 'i1', 'i2']}"
142,0,1,0,0,0,1,1,1,0,0,0,1,0,0,"{'o2': ['i4', 'i3', 'i1', 'i2']}"
143,0,1,0,0,0,1,1,1,1,0,0,1,0,1,"{'o2': ['i4', 'i3', 'i1', 'i2']}"
144,0,1,0,0,1,0,0,0,0,0,0,0,1,0,"{'o2': ['i1', 'i6', 'i2', 'i4', 'i7', 'i8', 'i3', 'i9']}"
145,0,1,0,0,1,0,0,0,1,0,0,0,1,1,"{'o2': ['i1', 'i6', 'i2', 'i4', 'i7', 'i8', 'i3']}"
146,0,1,0,0,1,0,0,1,0,0,0,0,1,1,"{'o2': ['i1', 'i6', 'i2', 'i4', 'i7', 'i3', 'i9']}"
147,0,1,0,0,1,0,0,1,1,0,0,1,0,0,"{'o2': ['i4', 'i3', 'i1', 'i2']}"
148,0,1,0,0,1,0,1,0,0,0,0,0,1,1,"{'o2': ['i1', 'i6', 'i2', 'i4', 'i8', 'i3', 'i9']}"
149,0,1,0,0,1,0,1,0,1,0,0,1,0,0,"{'o2': ['i4', 'i3', 'i1', 'i2']}"
150,0,1,0,0,1,0,1,1,0,0,0,1,0,0,"{'o2': ['i4', 'i3', 'i1', 'i2']}"
151,0,1,0,0,1,0,1,1,1,0,0,1,0,1,"{'o2': ['i4', 'i3', 'i1', 'i2']}"
152,0,1,0,0,1,1,0,0,0,0,0,1,0,0,"{'o2': ['i4', 'i3', 'i1', 'i2']}"
153,0,1,0,0,1,1,0,0,1,0,0,1,0,1,"{'o2': ['i4', 'i3', 'i1', 'i2']}"
154,0,1,0,0,1,1,0,1,0,0,0,1,0,1,"{'o2': ['i4', 'i3', 'i1', 'i2']}"
155,0,1,0,0,1,1,0,1,1,0,0,1,1,0,"{'o2': ['i4', 'i3', 'i1', 'i2']}"
156,0,1,0,0,1,1,1,0,0,0,0,1,0,1,"{'o2': ['i4', 'i3', 'i1', 'i2']}"
157,0,1,0,0,1,1,1,0,1,0,0,1,1,0,"{'o2': ['i4', 'i3', 'i1', 'i2']}"
158,0,1,0,0,1,1,1,1,0,0,0,1,1,0,"{'o2': ['i4', 'i3', 'i1', 'i2']}"
159,0,1,0,0,1,1,1,1,1,0,0,1,1,1,"{'o2': ['i4', 'i3', 'i1', 'i2']}"
160,0,1,0,1,0,0,0,0,0,0,0,1,0,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i8', 'i7', 'i3', 'i9']}"
161,0,1,0,1,0,0,0,0,1,0,0,1,0,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i8', 'i7', 'i3']}"
162,0,1,0,1,0,0,0,1,0,0,0,1,0,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i7', 'i3', 'i9']}"
163,0,1,0,1,0,0,0,1,1,0,0,1,1,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i3']}"
164,0,1,0,1,0,0,1,0,0,0,0,1,0,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i8', 'i3', 'i9']}"
165,0,1,0,1,0,0,1,0,1,0,0,1,1,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i3']}"
166,0,1,0,1,0,0,1,1,0,0,0,1,1,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i3']}"
167,0,1,0,1,0,0,1,1,1,0,0,1,1,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i3']}"
168,0,1,0,1,0,1,0,0,0,0,0,1,1,0,"{'o2': ['i5', 'i1', 'i2', 'i8', 'i7', 'i3', 'i9']}"
169,0,1,0,1,0,1,0,0,1,0,0,1,1,1,"{'o2': ['i5', 'i1', 'i2', 'i8', 'i7', 'i3']}"
170,0,1,0,1,0,1,0,1,0,0,0,1,1,1,"{'o2': ['i5', 'i1', 'i2', 'i7', 'i3', 'i9']}"
171,0,1,0,1,0,1,0,1,1,1,1,0,0,0,"{'o2': ['i1', 'i6', 'i2', 'i8', 'i4', 'i9']}"
172,0,1,0,1,0,1,1,0,0,0,0,1,1,1,"{'o2': ['i5', 'i1', 'i2', 'i8', 'i3', 'i9']}"
173,0,1,0,1,0,1,1,0,1,1,1,0,0,0,"{'o2': ['i1', 'i6', 'i2', 'i4', 'i7', 'i9']}"
174,0,1,0,1,0,1,1,1,0,1,1,0,0,0,"{'o2': ['i1', 'i6', 'i2', 'i4', 'i7', 'i8']}"
175,0,1,0,1,0,1,1,1,1,1,1,0,0,1,"{'o2': ['i1', 'i6', 'i2', 'i4', 'i7', 'i8', 'i9']}"
176,0,1,0,1,1,0,0,0,0,0,0,1,1,0,"{'o2': ['i1', 'i6', 'i2', 'i8', 'i7', 'i3', 'i9']}"
177,0,1,0,1,1,0,0,0,1,0,0,1,1,1,"{'o2': ['i1', 'i6', 'i2', 'i8', 'i7', 'i3']}"
178,0,1,0,1,1,0,0,1,0,0,0,1,1,1,"{'o2': ['i1', 'i6', 'i2', 'i7', 'i3', 'i9']}"
179,0,1,0,1,1,0,0,1,1,1,1,0,0,0,"{'o2': ['i5', 'i1', 'i2', 'i8', 'i4', 'i9']}"
180,0,1,0,1,1,0,1,0,0,0,0,1,1,1,"{'o2': ['i1', 'i6', 'i2', 'i8', 'i3', 'i9']}"
181,0,1,0,1,1,0,1,0,1,1,1,0,0,0,"{'o2': ['i5', 'i1', 'i2', 'i4', 'i7', 'i9']}"
182,0,1,0,1,1,0,1,1,0,1,1,0,0,0,"{'o2': ['i5', 'i1', 'i2', 'i4', 'i7', 'i8']}"
183,0,1,0,1,1,0,1,1,1,1,1,0,0,1,"{'o2': ['i5', 'i1', 'i2', 'i4', 'i7', 'i8', 'i9']}"
184,0,1,0,1,1,1,0,0,0,1,1,0,0,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4']}"
185,0,1,0,1,1,1,0,0,1,1,1,0,0,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i9']}"
186,0,1,0,1,1,1,0,1,0,1,1,0,0,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i8']}"
187,0,1,0,1,1,1,0,1,1,1,1,0,1,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i8', 'i9']}"
188,0,1,0,1,1,1,1,0,0,1,1,0,0,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i7']}"
189,0,1,0,1,1,1,1,0,1,1,1,0,1,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i7', 'i9']}"
190,0,1,0,1,1,1,1,1,0,1,1,0,1,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i7', 'i8']}"
191,0,1,0,1,1,1,1,1,1,1,1,0,1,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i7', 'i8', 'i9']}"
192,0,1,1,0,0,0,0,0,0,0,0,1,0,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i7', 'i8', 'i9']}"
193,0,1,1,0,0,0,0,0,1,0,0,1,0,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i7', 'i8']}"
194,0,1,1,0,0,0,0,1,0,0,0,1,0,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i7', 'i9']}"
195,0,1,1,0,0,0,0,1,1,0,0,1,1,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4']}"
196,0,1,1,0,0,0,1,0,0,0,0,1,0,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4', 'i8', 'i9']}"
197,0,1,1,0,0,0,1,0,1,0,0,1,1,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4']}"
198,0,1,1,0,0,0,1,1,0,0,0,1,1,0,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4']}"
199,0,1,1,0,0,0,1,1,1,0,0,1,1,1,"{'o2': ['i5', 'i1', 'i6', 'i2', 'i4']}"
